StudyHours,Attendance,PreviousMarks,Assignments,InternalMarks,SleepHours,Extracurricular,FinalMarks
4.370861069626263,84.90808570098726,42.03364037451028,66.33572495953527,47.01086944283389,8.137594610531515,6.72702994208898,73.17
9.556428757689245,76.80481831720601,65.22356157959328,63.54273143408117,46.053621939679985,7.822638973273588,7.966813971913723,88.59
7.587945476302646,65.47638081431639,86.74147933196653,31.7949446064505,88.90654773386738,6.8676447572778665,2.50467898792499,96.28
6.387926357773329,90.68975098534743,77.59461761662148,53.887347933830945,46.220502990217895,8.780235718059664,6.248740996069989,90.46
2.4041677639819286,84.23655862769397,82.42647461099423,56.613693315009996,47.676732198361016,5.002372577642014,5.717459831437487,71.05
2.403950683025824,58.130846967244565,72.82091883619663,57.91759466278303,79.36088705716764,4.546321051548107,8.32830376788271,73.73
1.5227525095137953,95.54635922469213,74.9979766936604,70.61206584591326,59.2330897592851,8.26980983477711,9.060870604812605,72.17
8.795585311974417,91.12686214615846,85.19771735174575,67.3521782708815,80.48618620208677,6.195749083168741,0.12156771477386807,100.0
6.41003510568888,97.4899956645962,46.22842057584708,72.55335649554112,34.24880024168504,8.234844271035303,6.740199190587926,76.06
7.372653200164409,86.28597541941801,61.812622636804136,83.54182830794898,61.69212758876998,8.465451025977075,0.5183579911972902,85.99
1.185260448662222,80.6707597967895,44.378613718274146,86.90900171012655,32.18488401191337,4.312287968095357,5.488586650773559,52.7
9.72918866945795,70.91215181453094,94.19842051978206,80.2686153358546,34.072458224598044,8.417323814930302,2.876327290436782,90.08
8.491983767203795,96.63642416770065,91.36385707962987,96.88665871684543,88.9184344673867,6.241595276847111,3.067765995221412,100.0
2.9110519961044856,93.30319447502042,32.562742738952885,31.276280787345314,39.05094912264369,6.552162445021161,3.5295850345235658,54.07
2.636424704863906,52.26093350530947,75.86238621351976,43.70445899784823,64.60734434788911,7.132962555466051,6.212924490496102,66.49
2.650640588680904,51.3183487248626,90.14114063201828,30.52940124846995,56.72121416904592,8.631913033650434,3.340499656687692,67.59
3.7381801866358395,68.82316834390248,41.73739743327668,75.32322999082221,52.577316206824776,4.0955804721488205,7.326990505902804,63.25
5.72280788469014,90.52766653909165,66.91643998592092,92.86213842649909,88.48916746967271,6.3842173415890855,4.045273855738697,96.02
4.887505167779041,99.36380646574722,89.50673934322272,47.043760760340945,31.418520790406816,7.4386102121528035,0.6835320030995862,84.62
3.6210622617823773,57.52084455517641,32.206488608076924,94.89241813574147,73.1463296014133,7.613534788491142,7.837598424841072,63.74
6.506676052501415,79.70653576760675,75.3323173710446,34.21871732026926,92.62063822388077,7.46266215768554,2.85758324592706,86.18
2.2554447458683766,69.04454283155107,49.3276854792158,95.410521876386,66.41093192501972,4.672175647040609,4.3276687959926265,60.64
3.629301836816963,98.49571989073016,90.08575269947448,54.61358810677441,90.89346003215097,5.496977941858406,6.8544388322190155,89.3
4.297256589643226,92.10594615678544,93.1187859357489,37.099457991445156,33.396762153591546,5.793577627085067,3.32456157148712,75.26
5.104629857953324,91.91643523555689,91.37732179237321,64.01102314304279,57.22156573982049,8.022186038397525,0.5658565614671562,84.64
8.066583652537123,73.43465798974852,60.82392408273515,47.97435974043556,46.91025641253333,5.393799362072765,3.739210470128136,74.66
2.7970640394252375,70.74097511688326,86.03277231430538,49.94110313733459,77.50336272374744,5.053524819336015,9.444485826943033,76.25
5.628109945722504,63.670353596535314,84.89571090477958,51.51029754484006,93.78431088232104,8.78724009519048,6.417343972985582,93.08
6.331731119758382,52.81877483254635,50.741530760811614,86.21181284828644,46.67445405887611,4.044316425567344,6.71479148667207,74.58
1.4180537144799796,93.23611881275266,83.87950581979402,67.74128936726781,72.52134909581484,8.98910427840989,6.322821536376399,76.65
6.467903667112945,90.64505045650388,32.40549625650702,51.791538940920255,42.87634612938311,7.3841064942869785,1.989921389594368,68.41
2.5347171131856236,99.98588366430653,68.75754210133346,72.72336483176429,66.74646654715465,8.142346497245585,4.183338641022801,73.73
1.5854643368675156,99.83184185369527,44.9505744237007,80.13054719562355,60.15561163474185,5.473096981730966,7.509397983633183,66.13
9.539969835279999,77.77158528013138,37.83684757552312,49.083680051347365,93.18034642604991,4.0715763883353,1.0137289755315915,86.5
9.690688297671034,88.44937075902553,35.001958105898595,58.948437106774605,69.55427272527032,7.68934759280765,2.7785277608971226,92.66
8.275576133048151,97.23828649412141,75.25877043207907,38.53202653358633,52.717914185643224,8.17072298500338,2.763191084658536,83.73
3.741523922560336,92.48236953387058,52.091872644924294,42.68045446742762,37.41622601771567,7.702380659767596,4.32018927594506,63.76
1.8790490260574548,62.36740508715988,77.10984014936949,77.6782497775488,39.831043867770745,4.714251436504193,9.803687409421851,65.73
7.158097238609412,72.52720676550467,34.248162151931254,42.70068433869389,44.64560044683028,7.767139611284845,0.6750254668382194,70.2
4.961372443656412,56.45797075757475,50.49387195898967,66.76143685669422,46.312832987119364,7.844613910538205,5.1870099438059505,80.48
2.0983441136030097,97.70255136293612,65.06693400439693,79.63323832057029,85.29004375967395,7.292702578350275,1.7936468201221045,81.44
5.456592191001432,80.308731722544,81.39700571453264,37.48138461663207,66.47948123836412,7.830579663977931,9.706765454097441,80.78
1.3094966900369656,61.43214027517314,50.718912690584546,69.71185537402326,64.02040923933382,8.22960719838866,1.133035047274642,58.93
9.18388361870904,83.58503422029284,70.68293946840559,47.95939485909547,37.459976671499135,7.068020571187292,4.036010023615912,79.69
3.3290198344001523,80.90641202289478,87.58855363535216,97.40488126663058,85.90908006771328,4.443023569848395,7.378849848346062,88.62
6.962700559185838,67.90813590164203,70.0311072318498,63.84819527039473,76.98292970855144,6.438139048336055,7.045544280274453,85.05
3.8053996848046987,55.67787960998145,45.142365858986196,86.41947848426108,34.398443523500106,4.388246673358025,4.227286368939323,62.86
5.680612190600297,83.57865977963998,31.58605080117497,68.51585795093833,76.00928131993496,6.037715155162154,3.4652416795271823,72.89
5.920392514089517,76.01538504518966,86.55642680356044,33.03887729983734,65.32998412727198,6.035532445628139,3.9761237855287055,84.76
2.6636900997297435,88.61591958678196,31.382511705275164,74.32059629158157,35.312147473540584,4.330049220701208,2.642762631586393,52.24
9.726261649881026,76.00817505559966,86.85560872447296,96.598233954466,59.78954169936267,5.744102669847397,2.053329387067998,100.0
7.976195410250031,92.609075015927,64.38091371176878,72.11282741024318,61.50525866345305,4.554990493956574,4.8303969755889,89.98
9.455490474077703,77.59534193872427,91.03940040333825,87.34322015987532,40.775345110612925,8.041176050046111,2.685337560676073,100.0
9.053446153848839,78.04689857676931,81.92091032528825,91.89445243438854,91.47037955501835,8.738440129822354,2.874616648972501,100.0
6.381099809299767,93.83268013291726,94.86571718466693,45.96558403642527,85.24839914624303,4.361582376289693,6.56756063474557,100.0
9.296868115208051,70.17414331061985,52.79626800436116,44.84313879357586,73.48645192639205,8.775576036458506,9.685373316998922,93.44
1.7964325184672756,56.70076142253204,79.86723878052325,72.76866921956942,60.04921146503947,6.612882996683726,6.036372005593751,70.36
2.763845761772307,51.43913381566695,56.12550938460074,58.771992886469334,56.76476020299305,5.497828389769369,0.7697946706496628,50.13
1.4070456001948426,87.75686278368096,61.191915319754074,88.79029120067042,72.31327536481203,4.384310376380817,0.7558361385406698,68.74
3.927972976869379,81.01547756767323,70.78785510919406,93.00161863786079,65.45307151144885,6.503121340352089,9.51423220845566,86.23
4.498095607205338,85.20398840496118,86.78901242211202,54.73949655119027,34.047751882322565,7.972577722453743,2.9729079030733363,77.14
3.442141285965063,60.64820807544554,93.96542549795419,46.58093912821374,63.31267217007156,7.535432386333491,0.9206698608247543,69.78
8.458637582367365,56.818573779338486,79.93777190119368,84.63678606707032,82.41623512013456,4.251130057319869,5.990445871503816,97.08
4.210779940242304,50.7272332833941,57.154840840876695,49.23642248836953,59.85059204380227,4.364509176839517,6.236487782902661,73.87
3.5284105871864266,67.52937794032985,57.38820514800956,87.58300229595748,33.37717754102745,6.014366413163185,6.485048201186881,70.71
5.884264748424236,79.49588434273166,77.94284960327795,59.66167775541339,81.10808295996216,5.476452470239717,2.674020278575413,89.08
2.2683180247728636,69.61220225498661,45.52051447493965,76.72849295040294,43.08864583883833,5.161921615280239,0.15110684214475034,61.33
8.219772826786357,71.87374610118646,37.180817353540654,36.68747196842677,46.810354267722516,5.405022494543568,9.650153694544718,72.47
1.6709557931179373,95.20793472468742,53.050440246650474,73.67015272736012,40.70591297309923,8.017413716484423,2.508930456911025,54.34
9.881982429404655,67.41277335116501,48.670534457515316,61.62373751160604,51.463979216647346,8.64614026815927,6.760262880525475,82.75
7.9502029236699165,75.69947445799053,49.260027829639355,71.06259242228319,79.18884786976128,6.025513472637832,7.0662986987870955,96.89
2.7884411338075514,89.18265063705715,45.184503818244146,41.76099454214044,63.760080867755924,8.530555010662486,6.100074170794857,65.38
1.0496990541124216,69.8271391160635,32.73605732636352,81.58116214609275,43.31728281979632,5.60747850623941,3.129073942136482,48.66
8.339152856093508,81.10433501139367,31.161805757671896,90.39579542802599,87.05895507988265,6.3821849317189585,2.7109625376406576,87.79
7.361716094628554,93.11818543733726,94.20195533284205,45.171786006354296,87.1728205718494,5.130144989079999,5.976682827027031,100.0
7.561064512368886,97.47603118288211,57.80525369283105,36.70001888641132,86.58759762799045,7.20238021087922,8.660956336116914,100.0
7.941433120173512,57.3536740464519,54.98123206537931,31.654701023243547,45.521753739800054,8.894905575874045,9.467337289233956,87.74
1.6664018656068134,96.32938125807472,74.17707337504953,74.93800503102862,59.33055737176423,7.017465480216893,1.0590580440375763,72.6
4.226191556898454,74.6058146539769,44.18650271122917,72.49658252621465,94.02432764915687,5.789070420567745,1.5482861259771985,78.41
2.0428215357261674,62.91221941494792,91.74747695676464,68.2688188899849,80.18081096014937,7.239087229952641,9.447362587830796,72.05
8.767930832880342,72.95678781191307,81.11242593701088,46.236296728118276,31.765882379661388,4.614603392326938,7.365352283347926,93.34
6.609683141448022,99.00162876427385,35.81171515029687,57.36341971338602,34.23829843193198,8.443295401326992,8.829938248297731,68.12
3.9780822236738427,74.63090469964348,57.14275042602034,71.61334346303212,60.15553949280163,6.515419753899182,2.026326341353432,72.94
1.5720251525742128,66.43758051437541,87.1426899915407,64.77368012014185,89.09931338100141,6.24674871019821,5.875858711094018,72.5
3.79884089544096,81.67004271583629,91.40758144894167,99.14498641504211,65.01561686692642,6.929323942267596,7.011395944174737,85.14
3.9266498982407234,62.00728093890965,60.38109823124153,39.550782678971316,62.35781302222887,7.123919313947012,6.801118854469727,64.54
7.566455605042576,53.7931664054332,69.87174029869601,78.66011878333157,36.85579049718099,4.358879031132565,4.081516908666981,75.24
6.738017242196918,56.44398609553246,40.85720649598489,58.30231376730045,72.69070680707911,7.413086106117012,0.15394891691308477,72.17
8.98491468318694,56.40229194788862,94.42596069890348,59.973973044793034,83.43670543901466,5.209658401577648,5.829260568042631,98.94
5.249934326457543,57.595134675614716,45.05866058992382,80.23184359607234,54.727300487991556,7.569763162532949,2.5310153917960876,73.57
2.0763482134447155,56.94135863247051,91.27756531878316,78.47053059270587,80.41477031014628,8.112673971920984,4.502542461428903,73.42
7.419203085006955,82.04373724016074,72.22703218450394,99.38791955915318,92.69098250355276,8.019792537762601,9.575810150838173,100.0
7.847065437552077,59.09400421995724,69.50289166712585,38.98760026178877,43.244819843299794,6.762504837039446,3.990353176424347,85.11
6.051494778125466,67.28336416619317,63.324753216073056,37.28767545689164,64.01642602765818,6.600849461553755,8.398016066644267,75.78
7.938704619591049,94.8394204953006,44.993537761654316,80.70371719901189,48.66396727549741,4.714379806697059,1.8854060574925113,79.63
5.444160367279517,73.69808201314362,41.474322080358036,70.48708419044863,81.53553723719955,7.876730752015678,6.724604980250288,77.8
5.704595464437946,83.37788692605136,44.3316035895614,49.19124665918641,67.54356878227523,5.357046902233572,9.770069544389434,82.28
4.847869165226946,58.61599356008149,42.11848703937655,35.55935582922906,71.24785714076975,6.483477114089733,1.018931008729368,67.11
1.2287721406968566,59.61445094043354,80.67299078183896,35.99607747175014,81.86442037503312,5.421370464637583,0.08319942227192012,64.56
1.97102284293974,52.043430813323944,52.75814184583746,92.59336122648827,55.73808072305957,4.669141814998466,4.335827926326143,61.95
1.2828626711806081,58.44675315360823,33.759773976620764,43.430712730312,89.48085444645781,7.147788484458683,0.926254830513672,51.27
6.727693701374023,63.92951695159793,92.99167095915274,52.63600934808645,64.6468763709991,4.271660174114519,7.483843496762313,92.7
3.82920382968694,58.85052421383734,87.44608252262267,45.86594815588916,40.26706348429762,7.743226170631,9.14548663848559,73.8
5.577136220482325,54.43512668785278,90.30389840768885,54.849741408235616,75.23344268097216,5.5879339763055835,4.340209727087588,83.91
9.168098265334837,56.03179355503004,94.66900847201829,34.85966899222654,81.56198777848654,4.000673465022427,2.5871164215544096,93.9
3.2436300623398746,73.03893840163629,41.30319119926668,66.33418536357892,50.58950900938923,6.555645696186149,4.344033190066098,57.35
4.693446307320667,60.31668592028963,55.755731228672815,34.73287945145504,85.71665170491895,4.234259542638016,7.2344781785000105,76.36
7.799960246887438,68.21349305240378,79.28550092076594,86.02495554756531,88.89931155977482,5.3808477891044975,0.09054161580370979,100.0
3.059183489424602,75.17086354274284,75.2413401734965,46.35984573373031,47.998791679557584,7.534882437278581,5.894539894846972,66.71
1.6928191884591368,84.51974143146826,40.00323391209058,67.80083402231574,93.92889572648943,4.31344810810933,6.132916848873791,70.77
3.6077630762239123,51.965606992054944,83.02915312439015,91.60553612930208,39.1462493231693,8.196692461780012,6.376882468959355,61.81
2.4509915852860398,89.97051994545214,44.58863716938294,75.56141583330358,43.131018446161846,4.019099613292916,2.420220799808772,57.86
9.367278871083158,81.39501947454539,44.5481449634705,67.30704505859347,41.9746145504717,5.2341193460095115,7.140527233781268,83.54
8.273083416079754,54.08795159744359,64.90333748807188,52.70336271807629,88.10933115051158,7.704520280760358,0.9139148633177641,86.03
6.700633808593811,93.67893120533887,68.5410957647107,53.31013391407386,72.52901590112252,5.581350748646534,1.9927033646680081,84.72
8.84314531168946,96.04362002659066,67.70560350945772,76.86408686387331,39.886778409447736,4.509461940330068,8.77470046654482,88.8
8.23304869209203,53.05389799274319,35.946644430854064,99.58975528548173,58.62102219394268,5.80116959400214,7.387231507265664,80.66
2.6791305299743224,63.843882407360184,87.03495607097472,76.3287432894565,69.99437162953714,5.351966431922627,0.1374555401134525,75.15
9.0330309864098,90.31006398965306,47.2640027682659,69.04483921590175,35.42516552430992,8.213559510802774,2.4837626036980023,73.03
5.854080177240856,87.41298451918291,38.41846988338227,81.14553571674722,87.35706394647701,5.566739587925715,2.1440648299316454,72.06
8.266961396476564,59.226050967818864,87.76862519148352,62.56439285986027,82.23422980369978,7.944662358880036,2.7080632803697258,95.4
9.06482169931144,60.467466166835514,92.11734738493396,34.209963982054965,62.838440282481486,8.459360724053674,2.475597702798864,97.6
3.8620312747467747,68.5236051395691,86.03829512225428,69.36077711145369,92.86322999184608,6.169087097882647,0.6252629574284574,72.66
1.9904673207490908,74.22614925955106,82.61854485711707,97.03376991537661,57.15446365288148,8.54971571927196,4.589405165968204,73.28
3.051416462877475,80.9127385765148,72.59072874153641,42.271205965036174,93.96717073737236,5.886590269815964,7.327334747861651,78.14
4.843970097636307,68.44568197848862,65.80572908959405,78.3003423574466,73.41479992223576,8.82039208245054,6.067317247174364,89.13
8.362132893302437,73.1267358066574,35.65413939424166,44.06535820613395,71.2536327615062,4.446447622627865,6.728716685980798,78.45
8.74657524930709,87.37354690668784,56.54945884959542,67.50793791311568,40.78706819422602,7.435096332516213,0.8114917853623915,87.79
1.0625691747807164,51.834160144529896,54.22475360580041,36.767351475270374,87.32530428980186,6.469070202284644,9.514907101767871,61.71
5.596725723198092,62.62184721720104,46.8839959444212,61.52596553807296,57.78682971483998,5.938244027278236,8.384918338430248,60.77
4.7566990283390105,85.66747929422762,77.02230738975803,82.93143302266722,40.54517137586116,7.163559393743005,8.050903184956628,84.35
2.9989702942365724,94.76034188435997,62.2319227801201,54.330006696728745,30.819488798424338,7.519285458171656,8.229838050417674,67.74
2.0787883060031453,75.58387210578331,35.268004033997116,76.54382071410527,66.38411943649487,4.021816348251545,9.327105081327613,63.64
4.038536542632651,76.60567426326578,44.311908126737734,85.68149725528104,64.28097543797396,4.834765443735994,5.442539661136977,90.53
9.486187335212673,55.358600566988805,74.41181963787373,94.90244736356169,76.7579854539953,7.565230253171594,2.002820178676259,89.04
3.908826388186797,72.37061834117273,34.94850586686951,46.42494572988175,87.86677344615714,7.331927067891032,6.167836078525411,78.77
5.669115595690295,76.63086332275115,85.32844941316996,57.95211410665157,35.16142800179692,8.830237525643387,7.42881493667939,79.82
7.3271706300566,62.12352518173648,62.18452425590833,40.66912093312922,77.54727187212356,7.805188951253915,7.379173933540254,86.99
4.272666421413646,63.46216154746905,61.23812752623212,99.47384515108627,42.181776366342845,8.75386353865669,5.214490241668801,71.7
9.746038744488645,68.86420815523113,68.50650600286865,94.89006775470067,85.78150845521566,7.512702507674035,0.6845871933357806,100.0
9.662025654479,51.003559888886315,83.6042627851347,67.79699911963917,83.23912840100765,5.490261043197216,3.7111293843012785,97.33
3.2660406624282774,66.10395827915892,52.60759851364255,88.94233060634949,65.15159407406038,4.526824611254282,9.207666084633573,71.37
5.475236553031469,60.572400349827234,74.07104991633913,66.46705840904295,76.16578191051525,7.909119316724678,5.84448909757426,76.72
3.707904788350927,66.37486760889573,66.77257765972641,73.65099816019318,50.43275735694365,7.220746107379579,5.383319432557134,74.7
3.5635644493972087,55.98810659096256,47.356837561012384,36.238710248121166,60.62591343063295,4.240930061966481,2.688535143821935,57.23
1.3319825261907952,94.52636403699475,87.11094911308527,82.86892943477656,83.40639835118066,5.800252329504891,3.684489199165789,76.83
6.486079005819072,79.67962267770244,81.83269140445033,38.939943854466435,59.852237816258906,8.78399907742143,8.953460891531693,85.98
5.524111209059753,83.95511595722448,72.79936925279766,87.824734117677,53.25688724615372,6.502005728551007,6.664630475268357,90.93
1.463308761249904,89.45856193036691,85.28781239112573,84.741966136927,62.12380907126949,6.163645680098523,7.873870267523328,74.58
3.507818178129503,74.92210994645286,86.37412306238716,79.61212884200836,83.83620140841919,6.2884980257964695,4.543454230676551,87.94
9.174392973699883,54.34601440437118,76.04359348647726,32.53122663673335,51.788523079106724,5.044413620025819,6.302472194561579,82.12
3.1560570160027517,76.85532709092739,84.40586634363868,51.218984916173,41.29450355382335,5.843535854323976,2.483836087432075,74.39
2.304053848821008,79.34205590104395,75.33564500850343,48.417879893759,76.28091132150075,5.849066279935883,7.054608302834863,78.21
5.405074842498067,87.2719737092165,74.20915016441953,55.20954852300633,83.68858382602531,4.261775100937362,4.276013337033373,97.31
9.870854086995406,71.58297731148397,70.20973958398699,36.1349922734687,36.541436104029664,7.837838142589591,4.4254551481474556,86.6
